datetime_beginning_utc,datetime_beginning_ept,area,solar_generation_mw
11/3/2025 1:00:00 AM,11/2/2025 8:00:00 PM,MIDATL,-2.467
11/3/2025 1:00:00 AM,11/2/2025 8:00:00 PM,OTHER,-0.169
11/3/2025 1:00:00 AM,11/2/2025 8:00:00 PM,SOUTH,-6.579
11/3/2025 1:00:00 AM,11/2/2025 8:00:00 PM,WEST,-4.339
11/3/2025 1:00:00 AM,11/2/2025 8:00:00 PM,RTO,-13.385
11/3/2025 1:00:00 AM,11/2/2025 8:00:00 PM,RFC,-6.806
11/3/2025 12:00:00 AM,11/2/2025 7:00:00 PM,MIDATL,-2.465
11/3/2025 12:00:00 AM,11/2/2025 7:00:00 PM,OTHER,-0.668
11/3/2025 12:00:00 AM,11/2/2025 7:00:00 PM,SOUTH,-6.389
11/3/2025 12:00:00 AM,11/2/2025 7:00:00 PM,WEST,-5.325
11/3/2025 12:00:00 AM,11/2/2025 7:00:00 PM,RTO,-14.179
11/3/2025 12:00:00 AM,11/2/2025 7:00:00 PM,RFC,-7.790
11/2/2025 11:00:00 PM,11/2/2025 6:00:00 PM,MIDATL,-2.448
11/2/2025 11:00:00 PM,11/2/2025 6:00:00 PM,OTHER,-0.169
11/2/2025 11:00:00 PM,11/2/2025 6:00:00 PM,SOUTH,-6.670
11/2/2025 11:00:00 PM,11/2/2025 6:00:00 PM,WEST,-5.336
11/2/2025 11:00:00 PM,11/2/2025 6:00:00 PM,RTO,-14.454
11/2/2025 11:00:00 PM,11/2/2025 6:00:00 PM,RFC,-7.784
11/2/2025 10:00:00 PM,11/2/2025 5:00:00 PM,MIDATL,4.209
11/2/2025 10:00:00 PM,11/2/2025 5:00:00 PM,OTHER,1.322
11/2/2025 10:00:00 PM,11/2/2025 5:00:00 PM,SOUTH,-2.765
11/2/2025 10:00:00 PM,11/2/2025 5:00:00 PM,WEST,46.920
11/2/2025 10:00:00 PM,11/2/2025 5:00:00 PM,RTO,48.364
11/2/2025 10:00:00 PM,11/2/2025 5:00:00 PM,RFC,51.129
11/2/2025 9:00:00 PM,11/2/2025 4:00:00 PM,MIDATL,130.011
11/2/2025 9:00:00 PM,11/2/2025 4:00:00 PM,OTHER,29.054
11/2/2025 9:00:00 PM,11/2/2025 4:00:00 PM,SOUTH,270.442
11/2/2025 9:00:00 PM,11/2/2025 4:00:00 PM,WEST,907.409
11/2/2025 9:00:00 PM,11/2/2025 4:00:00 PM,RTO,1307.862
11/2/2025 9:00:00 PM,11/2/2025 4:00:00 PM,RFC,1037.420
11/2/2025 8:00:00 PM,11/2/2025 3:00:00 PM,MIDATL,578.303
11/2/2025 8:00:00 PM,11/2/2025 3:00:00 PM,OTHER,131.960
11/2/2025 8:00:00 PM,11/2/2025 3:00:00 PM,SOUTH,1306.759
11/2/2025 8:00:00 PM,11/2/2025 3:00:00 PM,WEST,2160.309
11/2/2025 8:00:00 PM,11/2/2025 3:00:00 PM,RTO,4045.371
11/2/2025 8:00:00 PM,11/2/2025 3:00:00 PM,RFC,2738.612
11/2/2025 7:00:00 PM,11/2/2025 2:00:00 PM,MIDATL,995.229
11/2/2025 7:00:00 PM,11/2/2025 2:00:00 PM,OTHER,114.685
11/2/2025 7:00:00 PM,11/2/2025 2:00:00 PM,SOUTH,2503.165
11/2/2025 7:00:00 PM,11/2/2025 2:00:00 PM,WEST,2227.343
11/2/2025 7:00:00 PM,11/2/2025 2:00:00 PM,RTO,5725.737
11/2/2025 7:00:00 PM,11/2/2025 2:00:00 PM,RFC,3222.572
11/2/2025 6:00:00 PM,11/2/2025 1:00:00 PM,MIDATL,1155.092
11/2/2025 6:00:00 PM,11/2/2025 1:00:00 PM,OTHER,171.437
11/2/2025 6:00:00 PM,11/2/2025 1:00:00 PM,SOUTH,3241.305
11/2/2025 6:00:00 PM,11/2/2025 1:00:00 PM,WEST,2512.953
11/2/2025 6:00:00 PM,11/2/2025 1:00:00 PM,RTO,6909.350
11/2/2025 6:00:00 PM,11/2/2025 1:00:00 PM,RFC,3668.045
11/2/2025 5:00:00 PM,11/2/2025 12:00:00 PM,MIDATL,1250.735
11/2/2025 5:00:00 PM,11/2/2025 12:00:00 PM,OTHER,188.309
11/2/2025 5:00:00 PM,11/2/2025 12:00:00 PM,SOUTH,3448.342
11/2/2025 5:00:00 PM,11/2/2025 12:00:00 PM,WEST,2528.037
11/2/2025 5:00:00 PM,11/2/2025 12:00:00 PM,RTO,7227.114
11/2/2025 5:00:00 PM,11/2/2025 12:00:00 PM,RFC,3778.772
11/2/2025 4:00:00 PM,11/2/2025 11:00:00 AM,MIDATL,1257.453
11/2/2025 4:00:00 PM,11/2/2025 11:00:00 AM,OTHER,148.580
11/2/2025 4:00:00 PM,11/2/2025 11:00:00 AM,SOUTH,3462.960
11/2/2025 4:00:00 PM,11/2/2025 11:00:00 AM,WEST,2545.167
11/2/2025 4:00:00 PM,11/2/2025 11:00:00 AM,RTO,7265.580
11/2/2025 4:00:00 PM,11/2/2025 11:00:00 AM,RFC,3802.620
11/2/2025 3:00:00 PM,11/2/2025 10:00:00 AM,MIDATL,1247.608
11/2/2025 3:00:00 PM,11/2/2025 10:00:00 AM,OTHER,98.351
11/2/2025 3:00:00 PM,11/2/2025 10:00:00 AM,SOUTH,3520.337
11/2/2025 3:00:00 PM,11/2/2025 10:00:00 AM,WEST,2252.492
11/2/2025 3:00:00 PM,11/2/2025 10:00:00 AM,RTO,7020.437
11/2/2025 3:00:00 PM,11/2/2025 10:00:00 AM,RFC,3500.100
11/2/2025 2:00:00 PM,11/2/2025 9:00:00 AM,MIDATL,1195.035
11/2/2025 2:00:00 PM,11/2/2025 9:00:00 AM,OTHER,76.151
11/2/2025 2:00:00 PM,11/2/2025 9:00:00 AM,SOUTH,3563.813
11/2/2025 2:00:00 PM,11/2/2025 9:00:00 AM,WEST,1936.479
11/2/2025 2:00:00 PM,11/2/2025 9:00:00 AM,RTO,6695.327
11/2/2025 2:00:00 PM,11/2/2025 9:00:00 AM,RFC,3131.514
11/2/2025 1:00:00 PM,11/2/2025 8:00:00 AM,MIDATL,866.091
11/2/2025 1:00:00 PM,11/2/2025 8:00:00 AM,OTHER,51.243
11/2/2025 1:00:00 PM,11/2/2025 8:00:00 AM,SOUTH,2987.588
11/2/2025 1:00:00 PM,11/2/2025 8:00:00 AM,WEST,1147.318
11/2/2025 1:00:00 PM,11/2/2025 8:00:00 AM,RTO,5000.997
11/2/2025 1:00:00 PM,11/2/2025 8:00:00 AM,RFC,2013.409
11/2/2025 12:00:00 PM,11/2/2025 7:00:00 AM,MIDATL,308.411
11/2/2025 12:00:00 PM,11/2/2025 7:00:00 AM,OTHER,11.338
11/2/2025 12:00:00 PM,11/2/2025 7:00:00 AM,SOUTH,1077.490
11/2/2025 12:00:00 PM,11/2/2025 7:00:00 AM,WEST,235.645
11/2/2025 12:00:00 PM,11/2/2025 7:00:00 AM,RTO,1621.546
11/2/2025 12:00:00 PM,11/2/2025 7:00:00 AM,RFC,544.056
11/2/2025 11:00:00 AM,11/2/2025 6:00:00 AM,MIDATL,21.414
11/2/2025 11:00:00 AM,11/2/2025 6:00:00 AM,OTHER,-0.050
11/2/2025 11:00:00 AM,11/2/2025 6:00:00 AM,SOUTH,34.150
11/2/2025 11:00:00 AM,11/2/2025 6:00:00 AM,WEST,-2.724
11/2/2025 11:00:00 AM,11/2/2025 6:00:00 AM,RTO,52.840
11/2/2025 11:00:00 AM,11/2/2025 6:00:00 AM,RFC,18.690
11/2/2025 10:00:00 AM,11/2/2025 5:00:00 AM,MIDATL,-2.314
11/2/2025 10:00:00 AM,11/2/2025 5:00:00 AM,OTHER,-0.170
11/2/2025 10:00:00 AM,11/2/2025 5:00:00 AM,SOUTH,-6.391
11/2/2025 10:00:00 AM,11/2/2025 5:00:00 AM,WEST,-5.304
11/2/2025 10:00:00 AM,11/2/2025 5:00:00 AM,RTO,-14.009
11/2/2025 10:00:00 AM,11/2/2025 5:00:00 AM,RFC,-7.618
11/2/2025 9:00:00 AM,11/2/2025 4:00:00 AM,MIDATL,-2.568
11/2/2025 9:00:00 AM,11/2/2025 4:00:00 AM,OTHER,-0.072
11/2/2025 9:00:00 AM,11/2/2025 4:00:00 AM,SOUTH,-6.542
11/2/2025 9:00:00 AM,11/2/2025 4:00:00 AM,WEST,-5.326
11/2/2025 9:00:00 AM,11/2/2025 4:00:00 AM,RTO,-14.436
11/2/2025 9:00:00 AM,11/2/2025 4:00:00 AM,RFC,-7.894
11/2/2025 8:00:00 AM,11/2/2025 3:00:00 AM,MIDATL,-2.553
11/2/2025 8:00:00 AM,11/2/2025 3:00:00 AM,OTHER,-0.174
11/2/2025 8:00:00 AM,11/2/2025 3:00:00 AM,SOUTH,-6.881
11/2/2025 8:00:00 AM,11/2/2025 3:00:00 AM,WEST,-4.402
11/2/2025 8:00:00 AM,11/2/2025 3:00:00 AM,RTO,-13.836
11/2/2025 8:00:00 AM,11/2/2025 3:00:00 AM,RFC,-6.955
11/2/2025 7:00:00 AM,11/2/2025 2:00:00 AM,MIDATL,-2.570
11/2/2025 7:00:00 AM,11/2/2025 2:00:00 AM,OTHER,-0.173
11/2/2025 7:00:00 AM,11/2/2025 2:00:00 AM,SOUTH,-6.540
11/2/2025 7:00:00 AM,11/2/2025 2:00:00 AM,WEST,-5.445
11/2/2025 7:00:00 AM,11/2/2025 2:00:00 AM,RTO,-14.555
11/2/2025 7:00:00 AM,11/2/2025 2:00:00 AM,RFC,-8.015
11/2/2025 6:00:00 AM,11/2/2025 1:00:00 AM,MIDATL,-3.484
11/2/2025 6:00:00 AM,11/2/2025 1:00:00 AM,OTHER,-0.173
11/2/2025 6:00:00 AM,11/2/2025 1:00:00 AM,SOUTH,-6.465
11/2/2025 6:00:00 AM,11/2/2025 1:00:00 AM,WEST,-5.485
11/2/2025 6:00:00 AM,11/2/2025 1:00:00 AM,RTO,-15.434
11/2/2025 6:00:00 AM,11/2/2025 1:00:00 AM,RFC,-8.969
11/2/2025 5:00:00 AM,11/2/2025 1:00:00 AM,MIDATL,-2.590
11/2/2025 5:00:00 AM,11/2/2025 1:00:00 AM,OTHER,-0.173
11/2/2025 5:00:00 AM,11/2/2025 1:00:00 AM,SOUTH,-6.709
11/2/2025 5:00:00 AM,11/2/2025 1:00:00 AM,WEST,-5.457
11/2/2025 5:00:00 AM,11/2/2025 1:00:00 AM,RTO,-14.756
11/2/2025 5:00:00 AM,11/2/2025 1:00:00 AM,RFC,-8.047
11/2/2025 4:00:00 AM,11/2/2025 12:00:00 AM,MIDATL,-3.708
11/2/2025 4:00:00 AM,11/2/2025 12:00:00 AM,OTHER,-0.672
11/2/2025 4:00:00 AM,11/2/2025 12:00:00 AM,SOUTH,-7.611
11/2/2025 4:00:00 AM,11/2/2025 12:00:00 AM,WEST,-4.431
11/2/2025 4:00:00 AM,11/2/2025 12:00:00 AM,RTO,-15.750
11/2/2025 4:00:00 AM,11/2/2025 12:00:00 AM,RFC,-8.139
11/2/2025 3:00:00 AM,11/1/2025 11:00:00 PM,MIDATL,-2.548
11/2/2025 3:00:00 AM,11/1/2025 11:00:00 PM,OTHER,-0.171
11/2/2025 3:00:00 AM,11/1/2025 11:00:00 PM,SOUTH,-6.742
11/2/2025 3:00:00 AM,11/1/2025 11:00:00 PM,WEST,-5.232
11/2/2025 3:00:00 AM,11/1/2025 11:00:00 PM,RTO,-14.522
11/2/2025 3:00:00 AM,11/1/2025 11:00:00 PM,RFC,-7.780
11/2/2025 2:00:00 AM,11/1/2025 10:00:00 PM,MIDATL,-2.508
11/2/2025 2:00:00 AM,11/1/2025 10:00:00 PM,OTHER,-0.170
11/2/2025 2:00:00 AM,11/1/2025 10:00:00 PM,SOUTH,-6.620
11/2/2025 2:00:00 AM,11/1/2025 10:00:00 PM,WEST,-5.233
11/2/2025 2:00:00 AM,11/1/2025 10:00:00 PM,RTO,-14.361
11/2/2025 2:00:00 AM,11/1/2025 10:00:00 PM,RFC,-7.741
11/2/2025 1:00:00 AM,11/1/2025 9:00:00 PM,MIDATL,-2.504
11/2/2025 1:00:00 AM,11/1/2025 9:00:00 PM,OTHER,-0.168
11/2/2025 1:00:00 AM,11/1/2025 9:00:00 PM,SOUTH,-6.687
11/2/2025 1:00:00 AM,11/1/2025 9:00:00 PM,WEST,-5.233
11/2/2025 1:00:00 AM,11/1/2025 9:00:00 PM,RTO,-14.424
11/2/2025 1:00:00 AM,11/1/2025 9:00:00 PM,RFC,-7.737
11/2/2025 12:00:00 AM,11/1/2025 8:00:00 PM,MIDATL,-2.464
11/2/2025 12:00:00 AM,11/1/2025 8:00:00 PM,OTHER,-0.169
11/2/2025 12:00:00 AM,11/1/2025 8:00:00 PM,SOUTH,-6.631
11/2/2025 12:00:00 AM,11/1/2025 8:00:00 PM,WEST,-4.209
11/2/2025 12:00:00 AM,11/1/2025 8:00:00 PM,RTO,-13.304
11/2/2025 12:00:00 AM,11/1/2025 8:00:00 PM,RFC,-6.673
11/1/2025 11:00:00 PM,11/1/2025 7:00:00 PM,MIDATL,-2.477
11/1/2025 11:00:00 PM,11/1/2025 7:00:00 PM,OTHER,-0.170
11/1/2025 11:00:00 PM,11/1/2025 7:00:00 PM,SOUTH,-6.226
11/1/2025 11:00:00 PM,11/1/2025 7:00:00 PM,WEST,-5.148
11/1/2025 11:00:00 PM,11/1/2025 7:00:00 PM,RTO,-13.851
11/1/2025 11:00:00 PM,11/1/2025 7:00:00 PM,RFC,-7.625
11/1/2025 10:00:00 PM,11/1/2025 6:00:00 PM,MIDATL,0.650
11/1/2025 10:00:00 PM,11/1/2025 6:00:00 PM,OTHER,2.606
11/1/2025 10:00:00 PM,11/1/2025 6:00:00 PM,SOUTH,20.036
11/1/2025 10:00:00 PM,11/1/2025 6:00:00 PM,WEST,36.605
11/1/2025 10:00:00 PM,11/1/2025 6:00:00 PM,RTO,57.291
11/1/2025 10:00:00 PM,11/1/2025 6:00:00 PM,RFC,37.255
11/1/2025 9:00:00 PM,11/1/2025 5:00:00 PM,MIDATL,138.735
11/1/2025 9:00:00 PM,11/1/2025 5:00:00 PM,OTHER,74.561
11/1/2025 9:00:00 PM,11/1/2025 5:00:00 PM,SOUTH,714.135
11/1/2025 9:00:00 PM,11/1/2025 5:00:00 PM,WEST,993.039
11/1/2025 9:00:00 PM,11/1/2025 5:00:00 PM,RTO,1845.909
11/1/2025 9:00:00 PM,11/1/2025 5:00:00 PM,RFC,1131.774
11/1/2025 8:00:00 PM,11/1/2025 4:00:00 PM,MIDATL,576.699
11/1/2025 8:00:00 PM,11/1/2025 4:00:00 PM,OTHER,273.707
11/1/2025 8:00:00 PM,11/1/2025 4:00:00 PM,SOUTH,2648.480
11/1/2025 8:00:00 PM,11/1/2025 4:00:00 PM,WEST,2195.240
11/1/2025 8:00:00 PM,11/1/2025 4:00:00 PM,RTO,5420.419
11/1/2025 8:00:00 PM,11/1/2025 4:00:00 PM,RFC,2771.939
11/1/2025 7:00:00 PM,11/1/2025 3:00:00 PM,MIDATL,927.326
11/1/2025 7:00:00 PM,11/1/2025 3:00:00 PM,OTHER,245.217
11/1/2025 7:00:00 PM,11/1/2025 3:00:00 PM,SOUTH,3633.326
11/1/2025 7:00:00 PM,11/1/2025 3:00:00 PM,WEST,2619.838
11/1/2025 7:00:00 PM,11/1/2025 3:00:00 PM,RTO,7180.490
11/1/2025 7:00:00 PM,11/1/2025 3:00:00 PM,RFC,3547.164
11/1/2025 6:00:00 PM,11/1/2025 2:00:00 PM,MIDATL,1034.021
11/1/2025 6:00:00 PM,11/1/2025 2:00:00 PM,OTHER,283.832
11/1/2025 6:00:00 PM,11/1/2025 2:00:00 PM,SOUTH,3648.697
11/1/2025 6:00:00 PM,11/1/2025 2:00:00 PM,WEST,3420.760
11/1/2025 6:00:00 PM,11/1/2025 2:00:00 PM,RTO,8103.478
11/1/2025 6:00:00 PM,11/1/2025 2:00:00 PM,RFC,4454.781
11/1/2025 5:00:00 PM,11/1/2025 1:00:00 PM,MIDATL,1029.939
11/1/2025 5:00:00 PM,11/1/2025 1:00:00 PM,OTHER,328.725
11/1/2025 5:00:00 PM,11/1/2025 1:00:00 PM,SOUTH,3609.185
11/1/2025 5:00:00 PM,11/1/2025 1:00:00 PM,WEST,3786.262
11/1/2025 5:00:00 PM,11/1/2025 1:00:00 PM,RTO,8425.386
11/1/2025 5:00:00 PM,11/1/2025 1:00:00 PM,RFC,4816.201
11/1/2025 4:00:00 PM,11/1/2025 12:00:00 PM,MIDATL,1036.950
11/1/2025 4:00:00 PM,11/1/2025 12:00:00 PM,OTHER,346.436
11/1/2025 4:00:00 PM,11/1/2025 12:00:00 PM,SOUTH,3658.286
11/1/2025 4:00:00 PM,11/1/2025 12:00:00 PM,WEST,4144.963
11/1/2025 4:00:00 PM,11/1/2025 12:00:00 PM,RTO,8840.199
11/1/2025 4:00:00 PM,11/1/2025 12:00:00 PM,RFC,5181.913
11/1/2025 3:00:00 PM,11/1/2025 11:00:00 AM,MIDATL,1074.226
11/1/2025 3:00:00 PM,11/1/2025 11:00:00 AM,OTHER,287.877
11/1/2025 3:00:00 PM,11/1/2025 11:00:00 AM,SOUTH,3789.517
11/1/2025 3:00:00 PM,11/1/2025 11:00:00 AM,WEST,3241.507
11/1/2025 3:00:00 PM,11/1/2025 11:00:00 AM,RTO,8105.250
11/1/2025 3:00:00 PM,11/1/2025 11:00:00 AM,RFC,4315.733
11/1/2025 2:00:00 PM,11/1/2025 10:00:00 AM,MIDATL,1106.730
11/1/2025 2:00:00 PM,11/1/2025 10:00:00 AM,OTHER,209.082
11/1/2025 2:00:00 PM,11/1/2025 10:00:00 AM,SOUTH,3781.752
11/1/2025 2:00:00 PM,11/1/2025 10:00:00 AM,WEST,2694.349
11/1/2025 2:00:00 PM,11/1/2025 10:00:00 AM,RTO,7582.831
11/1/2025 2:00:00 PM,11/1/2025 10:00:00 AM,RFC,3801.079
11/1/2025 1:00:00 PM,11/1/2025 9:00:00 AM,MIDATL,815.057
11/1/2025 1:00:00 PM,11/1/2025 9:00:00 AM,OTHER,124.956
11/1/2025 1:00:00 PM,11/1/2025 9:00:00 AM,SOUTH,3168.641
11/1/2025 1:00:00 PM,11/1/2025 9:00:00 AM,WEST,1980.724
11/1/2025 1:00:00 PM,11/1/2025 9:00:00 AM,RTO,5964.422
11/1/2025 1:00:00 PM,11/1/2025 9:00:00 AM,RFC,2795.781
11/1/2025 12:00:00 PM,11/1/2025 8:00:00 AM,MIDATL,294.759
11/1/2025 12:00:00 PM,11/1/2025 8:00:00 AM,OTHER,28.861
11/1/2025 12:00:00 PM,11/1/2025 8:00:00 AM,SOUTH,1124.357
11/1/2025 12:00:00 PM,11/1/2025 8:00:00 AM,WEST,435.932
11/1/2025 12:00:00 PM,11/1/2025 8:00:00 AM,RTO,1855.048
11/1/2025 12:00:00 PM,11/1/2025 8:00:00 AM,RFC,730.691
11/1/2025 11:00:00 AM,11/1/2025 7:00:00 AM,MIDATL,17.150
11/1/2025 11:00:00 AM,11/1/2025 7:00:00 AM,OTHER,0.045
11/1/2025 11:00:00 AM,11/1/2025 7:00:00 AM,SOUTH,29.515
11/1/2025 11:00:00 AM,11/1/2025 7:00:00 AM,WEST,-0.833
11/1/2025 11:00:00 AM,11/1/2025 7:00:00 AM,RTO,45.832
11/1/2025 11:00:00 AM,11/1/2025 7:00:00 AM,RFC,16.317
11/1/2025 10:00:00 AM,11/1/2025 6:00:00 AM,MIDATL,-2.391
11/1/2025 10:00:00 AM,11/1/2025 6:00:00 AM,OTHER,-0.170
11/1/2025 10:00:00 AM,11/1/2025 6:00:00 AM,SOUTH,-7.573
11/1/2025 10:00:00 AM,11/1/2025 6:00:00 AM,WEST,-5.205
11/1/2025 10:00:00 AM,11/1/2025 6:00:00 AM,RTO,-15.169
11/1/2025 10:00:00 AM,11/1/2025 6:00:00 AM,RFC,-7.596
11/1/2025 9:00:00 AM,11/1/2025 5:00:00 AM,MIDATL,-2.516
11/1/2025 9:00:00 AM,11/1/2025 5:00:00 AM,OTHER,-0.171
11/1/2025 9:00:00 AM,11/1/2025 5:00:00 AM,SOUTH,-6.431
11/1/2025 9:00:00 AM,11/1/2025 5:00:00 AM,WEST,-4.324
11/1/2025 9:00:00 AM,11/1/2025 5:00:00 AM,RTO,-13.271
11/1/2025 9:00:00 AM,11/1/2025 5:00:00 AM,RFC,-6.840
11/1/2025 8:00:00 AM,11/1/2025 4:00:00 AM,MIDATL,-3.500
11/1/2025 8:00:00 AM,11/1/2025 4:00:00 AM,OTHER,-0.171
11/1/2025 8:00:00 AM,11/1/2025 4:00:00 AM,SOUTH,-6.745
11/1/2025 8:00:00 AM,11/1/2025 4:00:00 AM,WEST,-5.367
11/1/2025 8:00:00 AM,11/1/2025 4:00:00 AM,RTO,-15.612
11/1/2025 8:00:00 AM,11/1/2025 4:00:00 AM,RFC,-8.867
11/1/2025 7:00:00 AM,11/1/2025 3:00:00 AM,MIDATL,-2.526
11/1/2025 7:00:00 AM,11/1/2025 3:00:00 AM,OTHER,-0.171
11/1/2025 7:00:00 AM,11/1/2025 3:00:00 AM,SOUTH,-6.724
11/1/2025 7:00:00 AM,11/1/2025 3:00:00 AM,WEST,-5.426
11/1/2025 7:00:00 AM,11/1/2025 3:00:00 AM,RTO,-14.676
11/1/2025 7:00:00 AM,11/1/2025 3:00:00 AM,RFC,-7.952
11/1/2025 6:00:00 AM,11/1/2025 2:00:00 AM,MIDATL,-2.511
11/1/2025 6:00:00 AM,11/1/2025 2:00:00 AM,OTHER,-0.171
11/1/2025 6:00:00 AM,11/1/2025 2:00:00 AM,SOUTH,-6.689
11/1/2025 6:00:00 AM,11/1/2025 2:00:00 AM,WEST,-5.424
11/1/2025 6:00:00 AM,11/1/2025 2:00:00 AM,RTO,-14.624
11/1/2025 6:00:00 AM,11/1/2025 2:00:00 AM,RFC,-7.935
11/1/2025 5:00:00 AM,11/1/2025 1:00:00 AM,MIDATL,-3.492
11/1/2025 5:00:00 AM,11/1/2025 1:00:00 AM,OTHER,-0.171
11/1/2025 5:00:00 AM,11/1/2025 1:00:00 AM,SOUTH,-6.648
11/1/2025 5:00:00 AM,11/1/2025 1:00:00 AM,WEST,-4.387
11/1/2025 5:00:00 AM,11/1/2025 1:00:00 AM,RTO,-14.527
11/1/2025 5:00:00 AM,11/1/2025 1:00:00 AM,RFC,-7.879
11/1/2025 4:00:00 AM,11/1/2025 12:00:00 AM,MIDATL,-2.480
11/1/2025 4:00:00 AM,11/1/2025 12:00:00 AM,OTHER,-0.170
11/1/2025 4:00:00 AM,11/1/2025 12:00:00 AM,SOUTH,-6.558
11/1/2025 4:00:00 AM,11/1/2025 12:00:00 AM,WEST,-5.446
11/1/2025 4:00:00 AM,11/1/2025 12:00:00 AM,RTO,-14.484
11/1/2025 4:00:00 AM,11/1/2025 12:00:00 AM,RFC,-7.926
