datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,WEST,AEP,AEPOPT,6895.159,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,WEST,AP,AP,3916.325,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,MIDATL,BC,BC,2566.938,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,WEST,CE,CE,10841.971,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,WEST,DAY,DAY,1579.742,False
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,WEST,DEOK,DEOK,2507.708,False
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,SERC,SOUTH,DOM,DOM,12147.721,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,MIDATL,DPL,DPLCO,1430.621,False
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,WEST,DUQ,DUQ,1161.507,False
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,MIDATL,DPL,EASTON,17.678,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,SERC,WEST,EKPC,EKPC,1193.245,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,MIDATL,JC,JC,1957.112,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,MIDATL,ME,ME,1183.371,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,WEST,ATSI,OE,5858.750,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,WEST,OVEC,OVEC,21.000,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,WEST,ATSI,PAPWR,426.907,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,MIDATL,PE,PE,3302.103,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2136.970,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,MIDATL,PL,PLCO,3256.133,False
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,MIDATL,PN,PN,1359.253,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,MIDATL,PS,PS,4078.152,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,MIDATL,RECO,RECO,128.966,False
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,MIDATL,PEP,SMECO,259.692,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,MIDATL,PL,UGI,75.416,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RFC,MIDATL,AE,VMEU,67.684,True
10/5/2025 4:00:00 AM,10/5/2025 12:00:00 AM,RTO,RTO,RTO,RTO,75713.908,False
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,811.494,False
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,WEST,AEP,AEPAPT,2999.326,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,WEST,AEP,AEPIMP,2827.404,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,WEST,AEP,AEPKPT,414.444,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,WEST,AEP,AEPOPT,6611.063,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,WEST,AP,AP,3758.365,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,BC,BC,2439.337,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,WEST,CE,CE,10196.411,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,WEST,DAY,DAY,1496.741,False
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,WEST,DEOK,DEOK,2380.428,False
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,SERC,SOUTH,DOM,DOM,11799.102,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,DPL,DPLCO,1364.240,False
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,WEST,DUQ,DUQ,1112.177,False
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,DPL,EASTON,16.984,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,SERC,WEST,EKPC,EKPC,1134.021,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,JC,JC,1848.097,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,ME,ME,1142.630,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,WEST,ATSI,OE,5495.794,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,WEST,OVEC,OVEC,26.000,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,WEST,ATSI,PAPWR,416.304,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,PE,PE,3142.303,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2049.474,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,PL,PLCO,3144.289,False
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,PN,PN,1333.809,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,PS,PS,3877.149,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,RECO,RECO,122.489,False
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,PEP,SMECO,241.688,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,PL,UGI,71.436,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RFC,MIDATL,AE,VMEU,65.269,True
10/5/2025 5:00:00 AM,10/5/2025 1:00:00 AM,RTO,RTO,RTO,RTO,72338.268,False
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,782.863,False
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,WEST,AEP,AEPAPT,2942.003,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,WEST,AEP,AEPIMP,2790.409,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,WEST,AEP,AEPKPT,407.091,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,WEST,AEP,AEPOPT,6441.456,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,WEST,AP,AP,3657.844,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,BC,BC,2350.880,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,WEST,CE,CE,9705.313,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,WEST,DAY,DAY,1433.741,False
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,WEST,DEOK,DEOK,2270.014,False
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,SERC,SOUTH,DOM,DOM,11525.174,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,DPL,DPLCO,1319.104,False
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,WEST,DUQ,DUQ,1085.757,False
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,DPL,EASTON,16.408,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,SERC,WEST,EKPC,EKPC,1091.651,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,JC,JC,1770.449,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,ME,ME,1111.696,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,WEST,ATSI,OE,5391.084,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,WEST,OVEC,OVEC,24.000,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,WEST,ATSI,PAPWR,403.427,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,PE,PE,2996.331,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,1955.708,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,PL,PLCO,3057.200,False
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,PN,PN,1313.573,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,PS,PS,3716.403,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,RECO,RECO,117.572,False
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,PEP,SMECO,230.771,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,PL,UGI,68.580,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RFC,MIDATL,AE,VMEU,63.785,True
10/5/2025 6:00:00 AM,10/5/2025 2:00:00 AM,RTO,RTO,RTO,RTO,70040.287,False
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,767.443,False
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,WEST,AEP,AEPAPT,2914.099,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,WEST,AEP,AEPIMP,2691.961,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,WEST,AEP,AEPKPT,404.318,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,WEST,AEP,AEPOPT,6361.625,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,WEST,AP,AP,3614.071,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,BC,BC,2282.443,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,WEST,CE,CE,9288.116,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,WEST,DAY,DAY,1389.741,False
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,WEST,DEOK,DEOK,2186.852,False
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,SERC,SOUTH,DOM,DOM,11372.719,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,DPL,DPLCO,1291.658,False
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,WEST,DUQ,DUQ,1067.130,False
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,DPL,EASTON,16.196,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,SERC,WEST,EKPC,EKPC,1065.948,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,JC,JC,1710.651,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,ME,ME,1092.460,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,WEST,ATSI,OE,5319.313,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,WEST,OVEC,OVEC,22.000,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,WEST,ATSI,PAPWR,382.164,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,PE,PE,2945.035,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,1900.986,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,PL,PLCO,2994.556,False
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,PN,PN,1298.798,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,PS,PS,3605.750,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,RECO,RECO,114.486,False
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,PEP,SMECO,224.040,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,PL,UGI,66.840,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RFC,MIDATL,AE,VMEU,62.183,True
10/5/2025 7:00:00 AM,10/5/2025 3:00:00 AM,RTO,RTO,RTO,RTO,68453.582,False
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,763.638,False
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,WEST,AEP,AEPAPT,2919.170,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,WEST,AEP,AEPIMP,2673.626,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,WEST,AEP,AEPKPT,400.058,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,WEST,AEP,AEPOPT,6298.594,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,WEST,AP,AP,3606.887,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,BC,BC,2259.032,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,WEST,CE,CE,8985.912,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,WEST,DAY,DAY,1365.756,False
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,WEST,DEOK,DEOK,2147.881,False
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,SERC,SOUTH,DOM,DOM,11310.463,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,DPL,DPLCO,1288.114,False
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,WEST,DUQ,DUQ,1052.464,False
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,DPL,EASTON,16.291,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,SERC,WEST,EKPC,EKPC,1063.545,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,JC,JC,1703.823,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,ME,ME,1082.137,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,WEST,ATSI,OE,5294.622,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,WEST,OVEC,OVEC,22.000,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,WEST,ATSI,PAPWR,379.339,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,PE,PE,2905.488,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,1868.287,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,PL,PLCO,2988.052,False
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,PN,PN,1299.797,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,PS,PS,3547.158,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,RECO,RECO,112.613,False
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,PEP,SMECO,222.225,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,PL,UGI,66.506,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RFC,MIDATL,AE,VMEU,61.769,True
10/5/2025 8:00:00 AM,10/5/2025 4:00:00 AM,RTO,RTO,RTO,RTO,67705.247,False
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,771.494,False
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,WEST,AEP,AEPAPT,2955.007,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,WEST,AEP,AEPIMP,2710.317,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,WEST,AEP,AEPKPT,405.215,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,WEST,AEP,AEPOPT,6270.795,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,WEST,AP,AP,3648.226,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,BC,BC,2263.127,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,WEST,CE,CE,8800.092,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,WEST,DAY,DAY,1359.776,False
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,WEST,DEOK,DEOK,2135.740,False
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,SERC,SOUTH,DOM,DOM,11325.900,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,DPL,DPLCO,1305.088,False
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,WEST,DUQ,DUQ,1063.410,False
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,DPL,EASTON,16.579,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,SERC,WEST,EKPC,EKPC,1063.082,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,JC,JC,1705.829,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,ME,ME,1088.915,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,WEST,ATSI,OE,5315.517,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,WEST,OVEC,OVEC,30.000,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,WEST,ATSI,PAPWR,377.198,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,PE,PE,2938.001,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,1881.026,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,PL,PLCO,3035.992,False
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,PN,PN,1326.248,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,PS,PS,3535.545,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,RECO,RECO,112.376,False
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,PEP,SMECO,226.881,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,PL,UGI,67.402,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RFC,MIDATL,AE,VMEU,61.700,True
10/5/2025 9:00:00 AM,10/5/2025 5:00:00 AM,RTO,RTO,RTO,RTO,67796.478,False
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,788.155,False
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,WEST,AEP,AEPAPT,3018.394,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,WEST,AEP,AEPIMP,2646.695,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,WEST,AEP,AEPKPT,412.283,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,WEST,AEP,AEPOPT,6325.012,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,WEST,AP,AP,3740.192,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,BC,BC,2328.702,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,WEST,CE,CE,8725.826,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,WEST,DAY,DAY,1388.797,False
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,WEST,DEOK,DEOK,2161.270,False
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,SERC,SOUTH,DOM,DOM,11555.640,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,DPL,DPLCO,1352.669,False
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,WEST,DUQ,DUQ,1068.655,False
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,DPL,EASTON,17.651,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,SERC,WEST,EKPC,EKPC,1087.921,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,JC,JC,1749.537,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,ME,ME,1118.549,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,WEST,ATSI,OE,5385.120,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,WEST,OVEC,OVEC,27.000,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,WEST,ATSI,PAPWR,384.312,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,PE,PE,3027.195,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,1967.612,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,PL,PLCO,3138.550,False
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,PN,PN,1372.819,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,PS,PS,3571.907,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,RECO,RECO,114.593,False
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,PEP,SMECO,238.831,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,PL,UGI,71.150,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RFC,MIDATL,AE,VMEU,64.069,True
10/5/2025 10:00:00 AM,10/5/2025 6:00:00 AM,RTO,RTO,RTO,RTO,68849.106,False
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,794.299,False
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,WEST,AEP,AEPAPT,3132.911,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,WEST,AEP,AEPIMP,2697.105,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,WEST,AEP,AEPKPT,417.211,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,WEST,AEP,AEPOPT,6461.676,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,WEST,AP,AP,3867.434,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,BC,BC,2385.769,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,WEST,CE,CE,8773.855,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,WEST,DAY,DAY,1417.672,False
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,WEST,DEOK,DEOK,2215.324,False
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,SERC,SOUTH,DOM,DOM,11845.171,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,DPL,DPLCO,1408.620,False
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,WEST,DUQ,DUQ,1079.576,False
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,DPL,EASTON,18.591,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,SERC,WEST,EKPC,EKPC,1154.177,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,JC,JC,1756.395,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,ME,ME,1181.137,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,WEST,ATSI,OE,5472.927,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,WEST,OVEC,OVEC,22.000,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,WEST,ATSI,PAPWR,380.685,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,PE,PE,3110.661,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,1996.822,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,PL,PLCO,3279.484,False
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,PN,PN,1441.661,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,PS,PS,3570.151,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,RECO,RECO,116.197,False
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,PEP,SMECO,256.343,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,PL,UGI,75.226,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RFC,MIDATL,AE,VMEU,63.849,True
10/5/2025 11:00:00 AM,10/5/2025 7:00:00 AM,RTO,RTO,RTO,RTO,70392.929,False
10/5/2025 12:00:00 PM,10/5/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,779.244,False
10/5/2025 12:00:00 PM,10/5/2025 8:00:00 AM,RFC,WEST,AEP,AEPAPT,3200.297,True
10/5/2025 12:00:00 PM,10/5/2025 8:00:00 AM,RFC,WEST,AEP,AEPIMP,2706.023,True
10/5/2025 12:00:00 PM,10/5/2025 8:00:00 AM,RFC,WEST,AEP,AEPKPT,436.212,True
10/5/2025 12:00:00 PM,10/5/2025 8:00:00 AM,RFC,WEST,AEP,AEPOPT,6659.309,True
10/5/2025 12:00:00 PM,10/5/2025 8:00:00 AM,RFC,WEST,AP,AP,4019.068,True
10/5/2025 12:00:00 PM,10/5/2025 8:00:00 AM,RFC,MIDATL,BC,BC,2482.252,True
10/5/2025 12:00:00 PM,10/5/2025 8:00:00 AM,RFC,WEST,CE,CE,8864.408,True
10/5/2025 12:00:00 PM,10/5/2025 8:00:00 AM,RFC,WEST,DAY,DAY,1483.806,False
10/5/2025 12:00:00 PM,10/5/2025 8:00:00 AM,RFC,WEST,DEOK,DEOK,2303.618,False
10/5/2025 12:00:00 PM,10/5/2025 8:00:00 AM,SERC,SOUTH,DOM,DOM,12115.307,True
10/5/2025 12:00:00 PM,10/5/2025 8:00:00 AM,RFC,MIDATL,DPL,DPLCO,1462.754,False
