datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
10/19/2025 2:00:00 PM,10/19/2025 10:00:00 AM,RFC,MIDATL,PE,PE,3490.644,True
10/19/2025 2:00:00 PM,10/19/2025 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,2038.757,True
10/19/2025 2:00:00 PM,10/19/2025 10:00:00 AM,RFC,MIDATL,PL,PLCO,3695.053,False
10/19/2025 2:00:00 PM,10/19/2025 10:00:00 AM,RFC,MIDATL,PN,PN,1620.231,True
10/19/2025 2:00:00 PM,10/19/2025 10:00:00 AM,RFC,MIDATL,PS,PS,3285.543,True
10/19/2025 2:00:00 PM,10/19/2025 10:00:00 AM,RFC,MIDATL,RECO,RECO,116.243,False
10/19/2025 2:00:00 PM,10/19/2025 10:00:00 AM,RFC,MIDATL,PEP,SMECO,296.039,True
10/19/2025 2:00:00 PM,10/19/2025 10:00:00 AM,RFC,MIDATL,PL,UGI,93.579,True
10/19/2025 2:00:00 PM,10/19/2025 10:00:00 AM,RFC,MIDATL,AE,VMEU,54.040,True
10/19/2025 2:00:00 PM,10/19/2025 10:00:00 AM,RTO,RTO,RTO,RTO,74830.525,False
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,604.201,False
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,WEST,AEP,AEPAPT,3354.649,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,WEST,AEP,AEPIMP,3027.315,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,WEST,AEP,AEPKPT,505.233,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,WEST,AEP,AEPOPT,7288.517,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,WEST,AP,AP,4547.719,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,BC,BC,2553.429,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,WEST,CE,CE,8428.461,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,WEST,DAY,DAY,1646.360,False
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,WEST,DEOK,DEOK,2468.199,False
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,SERC,SOUTH,DOM,DOM,12743.136,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,DPL,DPLCO,1508.312,False
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,WEST,DUQ,DUQ,1261.949,False
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,DPL,EASTON,21.205,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,SERC,WEST,EKPC,EKPC,1333.770,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,JC,JC,1554.952,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,ME,ME,1352.346,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,WEST,ATSI,OE,6235.693,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,WEST,OVEC,OVEC,48.000,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,WEST,ATSI,PAPWR,468.530,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,PE,PE,3534.736,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,2055.653,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,PL,PLCO,3675.060,False
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,PN,PN,1623.901,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,PS,PS,3252.912,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,RECO,RECO,117.984,False
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,PEP,SMECO,296.790,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,PL,UGI,94.055,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RFC,MIDATL,AE,VMEU,51.357,True
10/19/2025 3:00:00 PM,10/19/2025 11:00:00 AM,RTO,RTO,RTO,RTO,75654.424,False
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,605.993,False
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,WEST,AEP,AEPAPT,3405.117,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,WEST,AEP,AEPIMP,3036.716,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,WEST,AEP,AEPKPT,528.158,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,WEST,AEP,AEPOPT,7325.233,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,WEST,AP,AP,4610.113,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,BC,BC,2615.343,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,WEST,CE,CE,8423.070,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,WEST,DAY,DAY,1662.138,False
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,WEST,DEOK,DEOK,2537.478,False
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,SERC,SOUTH,DOM,DOM,13030.275,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,DPL,DPLCO,1541.865,False
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,WEST,DUQ,DUQ,1295.204,False
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,DPL,EASTON,21.512,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,SERC,WEST,EKPC,EKPC,1395.132,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,JC,JC,1595.740,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,ME,ME,1358.161,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,WEST,ATSI,OE,6304.002,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,WEST,OVEC,OVEC,41.000,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,WEST,ATSI,PAPWR,481.496,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,PE,PE,3611.983,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,2109.582,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,PL,PLCO,3703.942,False
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,PN,PN,1641.899,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,PS,PS,3328.523,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,RECO,RECO,115.908,False
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,PEP,SMECO,302.830,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,PL,UGI,93.789,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RFC,MIDATL,AE,VMEU,51.265,True
10/19/2025 4:00:00 PM,10/19/2025 12:00:00 PM,RTO,RTO,RTO,RTO,76773.467,False
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,639.996,False
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,WEST,AEP,AEPAPT,3468.689,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,WEST,AEP,AEPIMP,3017.150,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,WEST,AEP,AEPKPT,528.327,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,WEST,AEP,AEPOPT,7258.217,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,WEST,AP,AP,4687.774,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,BC,BC,2704.271,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,WEST,CE,CE,8389.174,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,WEST,DAY,DAY,1657.316,False
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,WEST,DEOK,DEOK,2524.331,False
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,SERC,SOUTH,DOM,DOM,13275.309,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,DPL,DPLCO,1576.910,False
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,WEST,DUQ,DUQ,1332.990,False
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,DPL,EASTON,21.604,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,SERC,WEST,EKPC,EKPC,1379.828,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,JC,JC,1745.653,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,ME,ME,1381.961,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,WEST,ATSI,OE,6370.653,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,WEST,OVEC,OVEC,39.000,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,WEST,ATSI,PAPWR,488.313,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,PE,PE,3682.189,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,2205.795,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,PL,PLCO,3726.222,False
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,PN,PN,1619.910,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,PS,PS,3533.630,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,RECO,RECO,119.300,False
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,PEP,SMECO,318.923,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,PL,UGI,93.247,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RFC,MIDATL,AE,VMEU,53.535,True
10/19/2025 5:00:00 PM,10/19/2025 1:00:00 PM,RTO,RTO,RTO,RTO,77840.217,False
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,678.675,False
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,WEST,AEP,AEPAPT,3480.364,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,WEST,AEP,AEPIMP,3042.147,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,WEST,AEP,AEPKPT,530.020,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,WEST,AEP,AEPOPT,7306.950,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,WEST,AP,AP,4728.406,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,BC,BC,2737.759,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,WEST,CE,CE,8257.414,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,WEST,DAY,DAY,1634.086,False
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,WEST,DEOK,DEOK,2500.198,False
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,SERC,SOUTH,DOM,DOM,13443.532,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,DPL,DPLCO,1621.409,False
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,WEST,DUQ,DUQ,1318.119,False
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,DPL,EASTON,22.496,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,SERC,WEST,EKPC,EKPC,1377.865,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,JC,JC,1798.676,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,ME,ME,1386.920,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,WEST,ATSI,OE,6268.577,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,WEST,OVEC,OVEC,35.000,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,WEST,ATSI,PAPWR,487.868,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,PE,PE,3686.528,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,2238.199,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,PL,PLCO,3715.093,False
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,PN,PN,1620.411,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,PS,PS,3637.677,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,RECO,RECO,123.001,False
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,PEP,SMECO,323.764,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,PL,UGI,93.947,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RFC,MIDATL,AE,VMEU,55.871,True
10/19/2025 6:00:00 PM,10/19/2025 2:00:00 PM,RTO,RTO,RTO,RTO,78150.972,False
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,763.564,False
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,WEST,AEP,AEPAPT,3505.670,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,WEST,AEP,AEPIMP,3016.048,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,WEST,AEP,AEPKPT,520.948,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,WEST,AEP,AEPOPT,7234.076,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,WEST,AP,AP,4774.558,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,BC,BC,2812.443,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,WEST,CE,CE,8204.125,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,WEST,DAY,DAY,1640.448,False
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,WEST,DEOK,DEOK,2490.084,False
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,SERC,SOUTH,DOM,DOM,13721.929,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,DPL,DPLCO,1647.252,False
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,WEST,DUQ,DUQ,1302.662,False
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,DPL,EASTON,22.380,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,SERC,WEST,EKPC,EKPC,1447.577,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,JC,JC,1898.325,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,ME,ME,1401.399,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,WEST,ATSI,OE,6167.583,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,WEST,OVEC,OVEC,35.000,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,WEST,ATSI,PAPWR,473.520,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,PE,PE,3745.533,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,2234.504,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,PL,PLCO,3726.637,False
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,PN,PN,1624.069,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,PS,PS,3812.187,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,RECO,RECO,128.757,False
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,PEP,SMECO,336.867,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,PL,UGI,94.888,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RFC,MIDATL,AE,VMEU,63.347,True
10/19/2025 7:00:00 PM,10/19/2025 3:00:00 PM,RTO,RTO,RTO,RTO,78846.380,False
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,874.841,False
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,WEST,AEP,AEPAPT,3576.937,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,WEST,AEP,AEPIMP,3012.780,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,WEST,AEP,AEPKPT,523.400,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,WEST,AEP,AEPOPT,7274.690,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,WEST,AP,AP,4895.678,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,BC,BC,2954.995,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,WEST,CE,CE,8298.601,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,WEST,DAY,DAY,1668.769,False
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,WEST,DEOK,DEOK,2521.596,False
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,SERC,SOUTH,DOM,DOM,14053.761,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,DPL,DPLCO,1728.491,False
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,WEST,DUQ,DUQ,1297.147,False
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,DPL,EASTON,23.127,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,SERC,WEST,EKPC,EKPC,1424.795,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,JC,JC,2074.335,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,ME,ME,1461.747,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,WEST,ATSI,OE,6206.740,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,WEST,OVEC,OVEC,37.000,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,WEST,ATSI,PAPWR,476.440,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,PE,PE,3758.620,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,2351.373,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,PL,PLCO,3878.995,False
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,PN,PN,1647.725,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,PS,PS,4087.921,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,RECO,RECO,134.871,False
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,PEP,SMECO,361.287,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,PL,UGI,97.947,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RFC,MIDATL,AE,VMEU,68.062,True
10/19/2025 8:00:00 PM,10/19/2025 4:00:00 PM,RTO,RTO,RTO,RTO,80772.671,False
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,959.450,False
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,WEST,AEP,AEPAPT,3633.569,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,WEST,AEP,AEPIMP,3014.453,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,WEST,AEP,AEPKPT,524.647,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,WEST,AEP,AEPOPT,7300.557,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,WEST,AP,AP,5017.582,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,BC,BC,3041.840,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,WEST,CE,CE,8490.845,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,WEST,DAY,DAY,1692.381,False
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,WEST,DEOK,DEOK,2534.751,False
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,SERC,SOUTH,DOM,DOM,14510.321,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,DPL,DPLCO,1828.334,False
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,WEST,DUQ,DUQ,1322.767,False
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,DPL,EASTON,24.436,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,SERC,WEST,EKPC,EKPC,1441.591,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,JC,JC,2239.216,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,ME,ME,1492.227,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,WEST,ATSI,OE,6256.392,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,WEST,OVEC,OVEC,37.000,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,WEST,ATSI,PAPWR,493.198,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,PE,PE,3871.441,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,2445.654,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,PL,PLCO,3974.296,False
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,PN,PN,1649.027,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,PS,PS,4294.464,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,RECO,RECO,140.429,False
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,PEP,SMECO,378.974,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,PL,UGI,99.031,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RFC,MIDATL,AE,VMEU,75.343,True
10/19/2025 9:00:00 PM,10/19/2025 5:00:00 PM,RTO,RTO,RTO,RTO,82784.216,False
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,1022.452,False
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,WEST,AEP,AEPAPT,3735.828,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,WEST,AEP,AEPIMP,3044.963,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,WEST,AEP,AEPKPT,534.462,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,WEST,AEP,AEPOPT,7399.722,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,WEST,AP,AP,5106.907,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,MIDATL,BC,BC,3196.522,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,WEST,CE,CE,8849.215,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,WEST,DAY,DAY,1712.993,False
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,WEST,DEOK,DEOK,2546.119,False
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,SERC,SOUTH,DOM,DOM,14812.747,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,MIDATL,DPL,DPLCO,1892.213,False
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,WEST,DUQ,DUQ,1334.184,False
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,MIDATL,DPL,EASTON,25.424,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,SERC,WEST,EKPC,EKPC,1413.447,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,MIDATL,JC,JC,2366.418,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,MIDATL,ME,ME,1546.693,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,WEST,ATSI,OE,6358.767,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,WEST,OVEC,OVEC,33.000,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,WEST,ATSI,PAPWR,506.026,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,MIDATL,PE,PE,3907.673,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,2533.428,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,MIDATL,PL,PLCO,4089.204,False
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,MIDATL,PN,PN,1702.643,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,MIDATL,PS,PS,4518.328,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,MIDATL,RECO,RECO,150.233,False
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,MIDATL,PEP,SMECO,395.735,True
10/19/2025 10:00:00 PM,10/19/2025 6:00:00 PM,RFC,MIDATL,PL,UGI,104.239,True
